"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"03.08.2008","2.460,0","2.580,0","2.600,0","2.440,0","50,56M","-4,28%"
"27.07.2008","2.570,0","2.490,0","2.615,0","2.435,0","86,20M","2,80%"
"20.07.2008","2.500,0","2.470,0","2.540,0","2.455,0","60,12M","0,40%"
"13.07.2008","2.490,0","2.625,0","2.625,0","2.450,0","97,38M","-4,41%"
"06.07.2008","2.605,0","2.695,0","2.725,0","2.600,0","78,92M","-4,23%"
"29.06.2008","2.720,0","2.630,0","2.730,0","2.560,0","55,53M","4,02%"
"22.06.2008","2.615,0","2.620,0","2.695,0","2.555,0","60,46M","0,19%"
"15.06.2008","2.610,0","2.800,0","2.800,0","2.565,0","105,75M","-5,78%"
"08.06.2008","2.770,0","2.850,0","2.855,0","2.750,0","73,64M","-2,64%"
"01.06.2008","2.845,0","2.785,0","2.860,0","2.725,0","91,18M","1,25%"
"25.05.2008","2.810,0","2.810,0","2.895,0","2.750,0","99,85M","-1,23%"
"18.05.2008","2.845,0","2.800,0","2.920,0","2.740,0","145,68M","2,52%"
"11.05.2008","2.775,0","2.925,0","2.950,0","2.695,0","176,81M","-2,12%"
"04.05.2008","2.835,0","2.735,0","2.980,0","2.650,0","222,32M","6,98%"
"27.04.2008","2.650,0","2.400,0","2.690,0","2.265,0","129,80M","10,42%"
"20.04.2008","2.400,0","2.355,0","2.430,0","2.235,0","146,01M","3,00%"
"13.04.2008","2.330,0","2.180,0","2.345,0","2.000,0","109,86M","6,39%"
"06.04.2008","2.190,0","2.245,0","2.245,0","2.010,0","92,50M","-0,90%"
"30.03.2008","2.210,0","2.090,0","2.215,0","2.010,0","74,96M","5,74%"
"23.03.2008","2.090,0","2.080,0","2.150,0","2.030,0","79,12M","1,21%"
"16.03.2008","2.065,0","2.050,0","2.085,0","2.050,0","27,40M","-1,43%"
"09.03.2008","2.095,0","2.005,0","2.105,0","1.990,0","110,58M","5,54%"
"02.03.2008","1.985,0","1.990,0","2.000,0","1.910,0","129,61M","-1,24%"
"24.02.2008","2.010,0","1.940,0","2.010,0","1.900,0","92,99M","3,08%"
"17.02.2008","1.950,0","1.905,0","1.975,0","1.860,0","95,19M","2,63%"
"10.02.2008","1.900,0","1.805,0","1.985,0","1.775,0","118,20M","7,34%"
"03.02.2008","1.770,0","1.780,0","1.815,0","1.680,0","88,50M","0,57%"
"27.01.2008","1.760,0","1.750,0","1.805,0","1.705,0","84,98M","-1,68%"
"20.01.2008","1.790,0","1.600,0","1.970,0","1.500,0","184,36M","3,77%"
"13.01.2008","1.725,0","1.990,0","1.990,0","1.690,0","123,70M","-13,53%"
"06.01.2008","1.995,0","2.020,0","2.020,0","1.985,0","21,11M","-1,48%"
"30.12.2007","2.025,0","2.015,0","2.035,0","2.005,0","6,13M","0,25%"
"23.12.2007","2.020,0","2.015,0","2.045,0","2.000,0","20,62M","0,25%"
"16.12.2007","2.015,0","2.020,0","2.040,0","1.920,0","99,91M","0,00%"
"09.12.2007","2.015,0","1.985,0","2.080,0","1.970,0","86,75M","1,26%"
"02.12.2007","1.990,0","1.960,0","2.075,0","1.855,0","150,44M","-1,00%"
